,Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,manufacturing_price,sale_price,gross_sales,sales,cogs,profit,discounts,sales_price
308,government,France, Paseo , Medium ,1757.0, $10.00 , $20.00 ," $35,140.00 "," $2,108.40 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",01/10/2013,10, October ,2013,10.0,20.00 ,35140.0,33031.6,17570.0,15461.60 ,2108.4,20.0
309,government,Germany, Velo , Medium ,1001.0, $120.00 , $20.00 ," $20,020.00 "," $1,201.20 "," $18,818.80 "," $10,010.00 "," $8,808.80 ",01/08/2014,8, August ,2014,120.0,20.00 ,20020.0,18818.8,10010.0,8808.80 ,1201.2,20.0
310,government,Mexico, Velo , Medium ,1333.0, $120.00 , $7.00 ," $9,331.00 ", $559.86 ," $8,771.14 "," $6,665.00 "," $2,106.14 ",01/11/2014,11, November ,2014,120.0,7.00 ,9331.0,8771.14,6665.0,2106.14 ,559.86,7.0
311,midmarket,United States of America, VTT , Medium ,1153.0, $250.00 , $15.00 ," $17,295.00 "," $1,037.70 "," $16,257.30 "," $11,530.00 "," $4,727.30 ",01/10/2014,10, October ,2014,250.0,15.00 ,17295.0,16257.3,11530.0,4727.30 ,1037.7,15.0
312,channel partners,Mexico, Carretera , Medium ,727.0, $3.00 , $12.00 ," $8,724.00 ", $610.68 ," $8,113.32 "," $2,181.00 "," $5,932.32 ",01/02/2014,2, February ,2014,3.0,12.00 ,8724.0,8113.32,2181.0,5932.32 ,610.68,12.0
313,channel partners,Canada, Carretera , Medium ,1884.0, $3.00 , $12.00 ," $22,608.00 "," $1,582.56 "," $21,025.44 "," $5,652.00 "," $15,373.44 ",01/08/2014,8, August ,2014,3.0,12.00 ,22608.0,21025.44,5652.0,15373.44 ,1582.56,12.0
314,government,Mexico, Carretera , Medium ,1834.0, $3.00 , $20.00 ," $36,680.00 "," $2,567.60 "," $34,112.40 "," $18,340.00 "," $15,772.40 ",01/09/2013,9, September ,2013,3.0,20.00 ,36680.0,34112.4,18340.0,15772.40 ,2567.6,20.0
315,channel partners,Mexico, Montana , Medium ,2340.0, $5.00 , $12.00 ," $28,080.00 "," $1,965.60 "," $26,114.40 "," $7,020.00 "," $19,094.40 ",01/01/2014,1, January ,2014,5.0,12.00 ,28080.0,26114.4,7020.0,19094.40 ,1965.6,12.0
316,channel partners,France, Montana , Medium ,2342.0, $5.00 , $12.00 ," $28,104.00 "," $1,967.28 "," $26,136.72 "," $7,026.00 "," $19,110.72 ",01/11/2014,11, November ,2014,5.0,12.00 ,28104.0,26136.72,7026.0,19110.72 ,1967.28,12.0
317,government,France, Paseo , Medium ,1031.0, $10.00 , $7.00 ," $7,217.00 ", $505.19 ," $6,711.81 "," $5,155.00 "," $1,556.81 ",01/09/2013,9, September ,2013,10.0,7.00 ,7217.0,6711.81,5155.0,1556.81 ,505.19,7.0
318,midmarket,Canada, Velo , Medium ,1262.0, $120.00 , $15.00 ," $18,930.00 "," $1,325.10 "," $17,604.90 "," $12,620.00 "," $4,984.90 ",01/05/2014,5, May ,2014,120.0,15.00 ,18930.0,17604.9,12620.0,4984.90 ,1325.1,15.0
319,government,Canada, Velo , Medium ,1135.0, $120.00 , $7.00 ," $7,945.00 ", $556.15 ," $7,388.85 "," $5,675.00 "," $1,713.85 ",01/06/2014,6, June ,2014,120.0,7.00 ,7945.0,7388.85,5675.0,1713.85 ,556.15,7.0
320,government,United States of America, Velo , Medium ,547.0, $120.00 , $7.00 ," $3,829.00 ", $268.03 ," $3,560.97 "," $2,735.00 ", $825.97 ,01/11/2014,11, November ,2014,120.0,7.00 ,3829.0,3560.97,2735.0,825.97 ,268.03,7.0
321,government,Canada, Velo , Medium ,1582.0, $120.00 , $7.00 ," $11,074.00 ", $775.18 ," $10,298.82 "," $7,910.00 "," $2,388.82 ",01/12/2014,12, December ,2014,120.0,7.00 ,11074.0,10298.82,7910.0,2388.82 ,775.18,7.0
322,channel partners,France, VTT , Medium ,1738.5, $250.00 , $12.00 ," $20,862.00 "," $1,460.34 "," $19,401.66 "," $5,215.50 "," $14,186.16 ",01/04/2014,4, April ,2014,250.0,12.00 ,20862.0,19401.66,5215.5,14186.16 ,1460.34,12.0
323,channel partners,Germany, VTT , Medium ,2215.0, $250.00 , $12.00 ," $26,580.00 "," $1,860.60 "," $24,719.40 "," $6,645.00 "," $18,074.40 ",01/09/2013,9, September ,2013,250.0,12.00 ,26580.0,24719.4,6645.0,18074.40 ,1860.6,12.0
324,government,Canada, VTT , Medium ,1582.0, $250.00 , $7.00 ," $11,074.00 ", $775.18 ," $10,298.82 "," $7,910.00 "," $2,388.82 ",01/12/2014,12, December ,2014,250.0,7.00 ,11074.0,10298.82,7910.0,2388.82 ,775.18,7.0
325,government,Canada, Amarilla , Medium ,1135.0, $260.00 , $7.00 ," $7,945.00 ", $556.15 ," $7,388.85 "," $5,675.00 "," $1,713.85 ",01/06/2014,6, June ,2014,260.0,7.00 ,7945.0,7388.85,5675.0,1713.85 ,556.15,7.0
326,government,United States of America, Carretera , Medium ,1761.0, $3.00 , $350.00 ," $616,350.00 "," $43,144.50 "," $573,205.50 "," $457,860.00 "," $115,345.50 ",01/03/2014,3, March ,2014,3.0,350.00 ,616350.0,573205.5,457860.0,115345.50 ,43144.5,350.0
327,small business,France, Carretera , Medium ,448.0, $3.00 , $300.00 ," $134,400.00 "," $9,408.00 "," $124,992.00 "," $112,000.00 "," $12,992.00 ",01/06/2014,6, June ,2014,3.0,300.00 ,134400.0,124992.0,112000.0,12992.00 ,9408.0,300.0
328,small business,France, Carretera , Medium ,2181.0, $3.00 , $300.00 ," $654,300.00 "," $45,801.00 "," $608,499.00 "," $545,250.00 "," $63,249.00 ",01/10/2014,10, October ,2014,3.0,300.00 ,654300.0,608499.0,545250.0,63249.00 ,45801.0,300.0
329,government,France, Montana , Medium ,1976.0, $5.00 , $20.00 ," $39,520.00 "," $2,766.40 "," $36,753.60 "," $19,760.00 "," $16,993.60 ",01/10/2014,10, October ,2014,5.0,20.00 ,39520.0,36753.6,19760.0,16993.60 ,2766.4,20.0
330,small business,France, Montana , Medium ,2181.0, $5.00 , $300.00 ," $654,300.00 "," $45,801.00 "," $608,499.00 "," $545,250.00 "," $63,249.00 ",01/10/2014,10, October ,2014,5.0,300.00 ,654300.0,608499.0,545250.0,63249.00 ,45801.0,300.0
331,enterprise,Germany, Montana , Medium ,2500.0, $5.00 , $125.00 ," $312,500.00 "," $21,875.00 "," $290,625.00 "," $300,000.00 "," $(9,375.00)",01/11/2013,11, November ,2013,5.0,125.00 ,312500.0,290625.0,300000.0,(9375.00),21875.0,125.0
332,small business,Canada, Paseo , Medium ,1702.0, $10.00 , $300.00 ," $510,600.00 "," $35,742.00 "," $474,858.00 "," $425,500.00 "," $49,358.00 ",01/05/2014,5, May ,2014,10.0,300.00 ,510600.0,474858.0,425500.0,49358.00 ,35742.0,300.0
333,small business,France, Paseo , Medium ,448.0, $10.00 , $300.00 ," $134,400.00 "," $9,408.00 "," $124,992.00 "," $112,000.00 "," $12,992.00 ",01/06/2014,6, June ,2014,10.0,300.00 ,134400.0,124992.0,112000.0,12992.00 ,9408.0,300.0
334,enterprise,Germany, Paseo , Medium ,3513.0, $10.00 , $125.00 ," $439,125.00 "," $30,738.75 "," $408,386.25 "," $421,560.00 "," $(13,173.75)",01/07/2014,7, July ,2014,10.0,125.00 ,439125.0,408386.25,421560.0,(13173.75),30738.75,125.0
335,midmarket,France, Paseo , Medium ,2101.0, $10.00 , $15.00 ," $31,515.00 "," $2,206.05 "," $29,308.95 "," $21,010.00 "," $8,298.95 ",01/08/2014,8, August ,2014,10.0,15.00 ,31515.0,29308.95,21010.0,8298.95 ,2206.05,15.0
336,midmarket,United States of America, Paseo , Medium ,2931.0, $10.00 , $15.00 ," $43,965.00 "," $3,077.55 "," $40,887.45 "," $29,310.00 "," $11,577.45 ",01/09/2013,9, September ,2013,10.0,15.00 ,43965.0,40887.45,29310.0,11577.45 ,3077.55,15.0
337,government,France, Paseo , Medium ,1535.0, $10.00 , $20.00 ," $30,700.00 "," $2,149.00 "," $28,551.00 "," $15,350.00 "," $13,201.00 ",01/09/2014,9, September ,2014,10.0,20.00 ,30700.0,28551.0,15350.0,13201.00 ,2149.0,20.0
338,small business,Germany, Paseo , Medium ,1123.0, $10.00 , $300.00 ," $336,900.00 "," $23,583.00 "," $313,317.00 "," $280,750.00 "," $32,567.00 ",01/09/2013,9, September ,2013,10.0,300.00 ,336900.0,313317.0,280750.0,32567.00 ,23583.0,300.0
339,small business,Canada, Paseo , Medium ,1404.0, $10.00 , $300.00 ," $421,200.00 "," $29,484.00 "," $391,716.00 "," $351,000.00 "," $40,716.00 ",01/11/2013,11, November ,2013,10.0,300.00 ,421200.0,391716.0,351000.0,40716.00 ,29484.0,300.0
340,channel partners,Mexico, Paseo , Medium ,2763.0, $10.00 , $12.00 ," $33,156.00 "," $2,320.92 "," $30,835.08 "," $8,289.00 "," $22,546.08 ",01/11/2013,11, November ,2013,10.0,12.00 ,33156.0,30835.08,8289.0,22546.08 ,2320.92,12.0
341,government,Germany, Paseo , Medium ,2125.0, $10.00 , $7.00 ," $14,875.00 "," $1,041.25 "," $13,833.75 "," $10,625.00 "," $3,208.75 ",01/12/2013,12, December ,2013,10.0,7.00 ,14875.0,13833.75,10625.0,3208.75 ,1041.25,7.0
342,small business,France, Velo , Medium ,1659.0, $120.00 , $300.00 ," $497,700.00 "," $34,839.00 "," $462,861.00 "," $414,750.00 "," $48,111.00 ",01/07/2014,7, July ,2014,120.0,300.00 ,497700.0,462861.0,414750.0,48111.00 ,34839.0,300.0
343,government,Mexico, Velo , Medium ,609.0, $120.00 , $20.00 ," $12,180.00 ", $852.60 ," $11,327.40 "," $6,090.00 "," $5,237.40 ",01/08/2014,8, August ,2014,120.0,20.00 ,12180.0,11327.4,6090.0,5237.40 ,852.6,20.0
344,enterprise,Germany, Velo , Medium ,2087.0, $120.00 , $125.00 ," $260,875.00 "," $18,261.25 "," $242,613.75 "," $250,440.00 "," $(7,826.25)",01/09/2014,9, September ,2014,120.0,125.00 ,260875.0,242613.75,250440.0,(7826.25),18261.25,125.0
345,government,France, Velo , Medium ,1976.0, $120.00 , $20.00 ," $39,520.00 "," $2,766.40 "," $36,753.60 "," $19,760.00 "," $16,993.60 ",01/10/2014,10, October ,2014,120.0,20.00 ,39520.0,36753.6,19760.0,16993.60 ,2766.4,20.0
346,government,United States of America, Velo , Medium ,1421.0, $120.00 , $20.00 ," $28,420.00 "," $1,989.40 "," $26,430.60 "," $14,210.00 "," $12,220.60 ",01/12/2013,12, December ,2013,120.0,20.00 ,28420.0,26430.6,14210.0,12220.60 ,1989.4,20.0
347,small business,United States of America, Velo , Medium ,1372.0, $120.00 , $300.00 ," $411,600.00 "," $28,812.00 "," $382,788.00 "," $343,000.00 "," $39,788.00 ",01/12/2014,12, December ,2014,120.0,300.00 ,411600.0,382788.0,343000.0,39788.00 ,28812.0,300.0
348,government,Germany, Velo , Medium ,588.0, $120.00 , $20.00 ," $11,760.00 ", $823.20 ," $10,936.80 "," $5,880.00 "," $5,056.80 ",01/12/2013,12, December ,2013,120.0,20.00 ,11760.0,10936.8,5880.0,5056.80 ,823.2,20.0
349,channel partners,Canada, VTT , Medium ,3244.5, $250.00 , $12.00 ," $38,934.00 "," $2,725.38 "," $36,208.62 "," $9,733.50 "," $26,475.12 ",01/01/2014,1, January ,2014,250.0,12.00 ,38934.0,36208.62,9733.5,26475.12 ,2725.38,12.0
350,small business,France, VTT , Medium ,959.0, $250.00 , $300.00 ," $287,700.00 "," $20,139.00 "," $267,561.00 "," $239,750.00 "," $27,811.00 ",01/02/2014,2, February ,2014,250.0,300.00 ,287700.0,267561.0,239750.0,27811.00 ,20139.0,300.0
351,small business,Mexico, VTT , Medium ,2747.0, $250.00 , $300.00 ," $824,100.00 "," $57,687.00 "," $766,413.00 "," $686,750.00 "," $79,663.00 ",01/02/2014,2, February ,2014,250.0,300.00 ,824100.0,766413.0,686750.0,79663.00 ,57687.0,300.0
352,enterprise,Canada, Amarilla , Medium ,1645.0, $260.00 , $125.00 ," $205,625.00 "," $14,393.75 "," $191,231.25 "," $197,400.00 "," $(6,168.75)",01/05/2014,5, May ,2014,260.0,125.00 ,205625.0,191231.25,197400.0,(6168.75),14393.75,125.0
353,government,France, Amarilla , Medium ,2876.0, $260.00 , $350.00 ," $1,006,600.00 "," $70,462.00 "," $936,138.00 "," $747,760.00 "," $188,378.00 ",01/09/2014,9, September ,2014,260.0,350.00 ,1006600.0,936138.0,747760.0,188378.00 ,70462.0,350.0
354,enterprise,Germany, Amarilla , Medium ,994.0, $260.00 , $125.00 ," $124,250.00 "," $8,697.50 "," $115,552.50 "," $119,280.00 "," $(3,727.50)",01/09/2013,9, September ,2013,260.0,125.00 ,124250.0,115552.5,119280.0,(3727.50),8697.5,125.0
355,government,Canada, Amarilla , Medium ,1118.0, $260.00 , $20.00 ," $22,360.00 "," $1,565.20 "," $20,794.80 "," $11,180.00 "," $9,614.80 ",01/11/2014,11, November ,2014,260.0,20.00 ,22360.0,20794.8,11180.0,9614.80 ,1565.2,20.0
356,small business,United States of America, Amarilla , Medium ,1372.0, $260.00 , $300.00 ," $411,600.00 "," $28,812.00 "," $382,788.00 "," $343,000.00 "," $39,788.00 ",01/12/2014,12, December ,2014,260.0,300.00 ,411600.0,382788.0,343000.0,39788.00 ,28812.0,300.0
357,government,Canada, Montana , Medium ,488.0, $5.00 , $7.00 ," $3,416.00 ", $273.28 ," $3,142.72 "," $2,440.00 ", $702.72 ,01/02/2014,2, February ,2014,5.0,7.00 ,3416.0,3142.72,2440.0,702.72 ,273.28,7.0
358,government,United States of America, Montana , Medium ,1282.0, $5.00 , $20.00 ," $25,640.00 "," $2,051.20 "," $23,588.80 "," $12,820.00 "," $10,768.80 ",01/06/2014,6, June ,2014,5.0,20.00 ,25640.0,23588.8,12820.0,10768.80 ,2051.2,20.0
359,government,Canada, Paseo , Medium ,257.0, $10.00 , $7.00 ," $1,799.00 ", $143.92 ," $1,655.08 "," $1,285.00 ", $370.08 ,01/05/2014,5, May ,2014,10.0,7.00 ,1799.0,1655.08,1285.0,370.08 ,143.92,7.0
360,government,United States of America, Amarilla , Medium ,1282.0, $260.00 , $20.00 ," $25,640.00 "," $2,051.20 "," $23,588.80 "," $12,820.00 "," $10,768.80 ",01/06/2014,6, June ,2014,260.0,20.00 ,25640.0,23588.8,12820.0,10768.80 ,2051.2,20.0
361,enterprise,Mexico, Carretera , Medium ,1540.0, $3.00 , $125.00 ," $192,500.00 "," $15,400.00 "," $177,100.00 "," $184,800.00 "," $(7,700.00)",01/08/2014,8, August ,2014,3.0,125.00 ,192500.0,177100.0,184800.0,(7700.00),15400.0,125.0
362,midmarket,France, Carretera , Medium ,490.0, $3.00 , $15.00 ," $7,350.00 ", $588.00 ," $6,762.00 "," $4,900.00 "," $1,862.00 ",01/11/2014,11, November ,2014,3.0,15.00 ,7350.0,6762.0,4900.0,1862.00 ,588.0,15.0
363,government,Mexico, Carretera , Medium ,1362.0, $3.00 , $350.00 ," $476,700.00 "," $38,136.00 "," $438,564.00 "," $354,120.00 "," $84,444.00 ",01/12/2014,12, December ,2014,3.0,350.00 ,476700.0,438564.0,354120.0,84444.00 ,38136.0,350.0
364,midmarket,France, Montana , Medium ,2501.0, $5.00 , $15.00 ," $37,515.00 "," $3,001.20 "," $34,513.80 "," $25,010.00 "," $9,503.80 ",01/03/2014,3, March ,2014,5.0,15.00 ,37515.0,34513.8,25010.0,9503.80 ,3001.2,15.0
365,government,Canada, Montana , Medium ,708.0, $5.00 , $20.00 ," $14,160.00 "," $1,132.80 "," $13,027.20 "," $7,080.00 "," $5,947.20 ",01/06/2014,6, June ,2014,5.0,20.00 ,14160.0,13027.2,7080.0,5947.20 ,1132.8,20.0
366,government,Germany, Montana , Medium ,645.0, $5.00 , $20.00 ," $12,900.00 "," $1,032.00 "," $11,868.00 "," $6,450.00 "," $5,418.00 ",01/07/2014,7, July ,2014,5.0,20.00 ,12900.0,11868.0,6450.0,5418.00 ,1032.0,20.0
367,small business,France, Montana , Medium ,1562.0, $5.00 , $300.00 ," $468,600.00 "," $37,488.00 "," $431,112.00 "," $390,500.00 "," $40,612.00 ",01/08/2014,8, August ,2014,5.0,300.00 ,468600.0,431112.0,390500.0,40612.00 ,37488.0,300.0
368,small business,Canada, Montana , Medium ,1283.0, $5.00 , $300.00 ," $384,900.00 "," $30,792.00 "," $354,108.00 "," $320,750.00 "," $33,358.00 ",01/09/2013,9, September ,2013,5.0,300.00 ,384900.0,354108.0,320750.0,33358.00 ,30792.0,300.0
369,midmarket,Germany, Montana , Medium ,711.0, $5.00 , $15.00 ," $10,665.00 ", $853.20 ," $9,811.80 "," $7,110.00 "," $2,701.80 ",01/12/2014,12, December ,2014,5.0,15.00 ,10665.0,9811.8,7110.0,2701.80 ,853.2,15.0
370,enterprise,Mexico, Paseo , Medium ,1114.0, $10.00 , $125.00 ," $139,250.00 "," $11,140.00 "," $128,110.00 "," $133,680.00 "," $(5,570.00)",01/03/2014,3, March ,2014,10.0,125.00 ,139250.0,128110.0,133680.0,(5570.00),11140.0,125.0
371,government,Germany, Paseo , Medium ,1259.0, $10.00 , $7.00 ," $8,813.00 ", $705.04 ," $8,107.96 "," $6,295.00 "," $1,812.96 ",01/04/2014,4, April ,2014,10.0,7.00 ,8813.0,8107.96,6295.0,1812.96 ,705.04,7.0
372,government,Germany, Paseo , Medium ,1095.0, $10.00 , $7.00 ," $7,665.00 ", $613.20 ," $7,051.80 "," $5,475.00 "," $1,576.80 ",01/05/2014,5, May ,2014,10.0,7.00 ,7665.0,7051.8,5475.0,1576.80 ,613.2,7.0
373,government,Germany, Paseo , Medium ,1366.0, $10.00 , $20.00 ," $27,320.00 "," $2,185.60 "," $25,134.40 "," $13,660.00 "," $11,474.40 ",01/06/2014,6, June ,2014,10.0,20.00 ,27320.0,25134.4,13660.0,11474.40 ,2185.6,20.0
374,small business,Mexico, Paseo , Medium ,2460.0, $10.00 , $300.00 ," $738,000.00 "," $59,040.00 "," $678,960.00 "," $615,000.00 "," $63,960.00 ",01/06/2014,6, June ,2014,10.0,300.00 ,738000.0,678960.0,615000.0,63960.00 ,59040.0,300.0
375,government,United States of America, Paseo , Medium ,678.0, $10.00 , $7.00 ," $4,746.00 ", $379.68 ," $4,366.32 "," $3,390.00 ", $976.32 ,01/08/2014,8, August ,2014,10.0,7.00 ,4746.0,4366.32,3390.0,976.32 ,379.68,7.0
376,government,Germany, Paseo , Medium ,1598.0, $10.00 , $7.00 ," $11,186.00 ", $894.88 ," $10,291.12 "," $7,990.00 "," $2,301.12 ",01/08/2014,8, August ,2014,10.0,7.00 ,11186.0,10291.12,7990.0,2301.12 ,894.88,7.0
377,government,Germany, Paseo , Medium ,2409.0, $10.00 , $7.00 ," $16,863.00 "," $1,349.04 "," $15,513.96 "," $12,045.00 "," $3,468.96 ",01/09/2013,9, September ,2013,10.0,7.00 ,16863.0,15513.96,12045.0,3468.96 ,1349.04,7.0
378,government,Germany, Paseo , Medium ,1934.0, $10.00 , $20.00 ," $38,680.00 "," $3,094.40 "," $35,585.60 "," $19,340.00 "," $16,245.60 ",01/09/2014,9, September ,2014,10.0,20.00 ,38680.0,35585.6,19340.0,16245.60 ,3094.4,20.0
379,government,Mexico, Paseo , Medium ,2993.0, $10.00 , $20.00 ," $59,860.00 "," $4,788.80 "," $55,071.20 "," $29,930.00 "," $25,141.20 ",01/09/2014,9, September ,2014,10.0,20.00 ,59860.0,55071.2,29930.0,25141.20 ,4788.8,20.0
380,government,Germany, Paseo , Medium ,2146.0, $10.00 , $350.00 ," $751,100.00 "," $60,088.00 "," $691,012.00 "," $557,960.00 "," $133,052.00 ",01/11/2013,11, November ,2013,10.0,350.00 ,751100.0,691012.0,557960.0,133052.00 ,60088.0,350.0
381,government,Mexico, Paseo , Medium ,1946.0, $10.00 , $7.00 ," $13,622.00 "," $1,089.76 "," $12,532.24 "," $9,730.00 "," $2,802.24 ",01/12/2013,12, December ,2013,10.0,7.00 ,13622.0,12532.24,9730.0,2802.24 ,1089.76,7.0
382,government,Mexico, Paseo , Medium ,1362.0, $10.00 , $350.00 ," $476,700.00 "," $38,136.00 "," $438,564.00 "," $354,120.00 "," $84,444.00 ",01/12/2014,12, December ,2014,10.0,350.00 ,476700.0,438564.0,354120.0,84444.00 ,38136.0,350.0
383,channel partners,Canada, Velo , Medium ,598.0, $120.00 , $12.00 ," $7,176.00 ", $574.08 ," $6,601.92 "," $1,794.00 "," $4,807.92 ",01/03/2014,3, March ,2014,120.0,12.00 ,7176.0,6601.92,1794.0,4807.92 ,574.08,12.0
384,government,United States of America, Velo , Medium ,2907.0, $120.00 , $7.00 ," $20,349.00 "," $1,627.92 "," $18,721.08 "," $14,535.00 "," $4,186.08 ",01/06/2014,6, June ,2014,120.0,7.00 ,20349.0,18721.08,14535.0,4186.08 ,1627.92,7.0
385,government,Germany, Velo , Medium ,2338.0, $120.00 , $7.00 ," $16,366.00 "," $1,309.28 "," $15,056.72 "," $11,690.00 "," $3,366.72 ",01/06/2014,6, June ,2014,120.0,7.00 ,16366.0,15056.72,11690.0,3366.72 ,1309.28,7.0
386,small business,France, Velo , Medium ,386.0, $120.00 , $300.00 ," $115,800.00 "," $9,264.00 "," $106,536.00 "," $96,500.00 "," $10,036.00 ",01/11/2013,11, November ,2013,120.0,300.00 ,115800.0,106536.0,96500.0,10036.00 ,9264.0,300.0
387,small business,Mexico, Velo , Medium ,635.0, $120.00 , $300.00 ," $190,500.00 "," $15,240.00 "," $175,260.00 "," $158,750.00 "," $16,510.00 ",01/12/2014,12, December ,2014,120.0,300.00 ,190500.0,175260.0,158750.0,16510.00 ,15240.0,300.0
388,government,France, VTT , Medium ,574.5, $250.00 , $350.00 ," $201,075.00 "," $16,086.00 "," $184,989.00 "," $149,370.00 "," $35,619.00 ",01/04/2014,4, April ,2014,250.0,350.00 ,201075.0,184989.0,149370.0,35619.00 ,16086.0,350.0
389,government,Germany, VTT , Medium ,2338.0, $250.00 , $7.00 ," $16,366.00 "," $1,309.28 "," $15,056.72 "," $11,690.00 "," $3,366.72 ",01/06/2014,6, June ,2014,250.0,7.00 ,16366.0,15056.72,11690.0,3366.72 ,1309.28,7.0
390,government,France, VTT , Medium ,381.0, $250.00 , $350.00 ," $133,350.00 "," $10,668.00 "," $122,682.00 "," $99,060.00 "," $23,622.00 ",01/08/2014,8, August ,2014,250.0,350.00 ,133350.0,122682.0,99060.0,23622.00 ,10668.0,350.0
391,government,Germany, VTT , Medium ,422.0, $250.00 , $350.00 ," $147,700.00 "," $11,816.00 "," $135,884.00 "," $109,720.00 "," $26,164.00 ",01/08/2014,8, August ,2014,250.0,350.00 ,147700.0,135884.0,109720.0,26164.00 ,11816.0,350.0
392,small business,Canada, VTT , Medium ,2134.0, $250.00 , $300.00 ," $640,200.00 "," $51,216.00 "," $588,984.00 "," $533,500.00 "," $55,484.00 ",01/09/2014,9, September ,2014,250.0,300.00 ,640200.0,588984.0,533500.0,55484.00 ,51216.0,300.0
393,small business,United States of America, VTT , Medium ,808.0, $250.00 , $300.00 ," $242,400.00 "," $19,392.00 "," $223,008.00 "," $202,000.00 "," $21,008.00 ",01/12/2013,12, December ,2013,250.0,300.00 ,242400.0,223008.0,202000.0,21008.00 ,19392.0,300.0
394,government,Canada, Amarilla , Medium ,708.0, $260.00 , $20.00 ," $14,160.00 "," $1,132.80 "," $13,027.20 "," $7,080.00 "," $5,947.20 ",01/06/2014,6, June ,2014,260.0,20.00 ,14160.0,13027.2,7080.0,5947.20 ,1132.8,20.0
395,government,United States of America, Amarilla , Medium ,2907.0, $260.00 , $7.00 ," $20,349.00 "," $1,627.92 "," $18,721.08 "," $14,535.00 "," $4,186.08 ",01/06/2014,6, June ,2014,260.0,7.00 ,20349.0,18721.08,14535.0,4186.08 ,1627.92,7.0
396,government,Germany, Amarilla , Medium ,1366.0, $260.00 , $20.00 ," $27,320.00 "," $2,185.60 "," $25,134.40 "," $13,660.00 "," $11,474.40 ",01/06/2014,6, June ,2014,260.0,20.00 ,27320.0,25134.4,13660.0,11474.40 ,2185.6,20.0
397,small business,Mexico, Amarilla , Medium ,2460.0, $260.00 , $300.00 ," $738,000.00 "," $59,040.00 "," $678,960.00 "," $615,000.00 "," $63,960.00 ",01/06/2014,6, June ,2014,260.0,300.00 ,738000.0,678960.0,615000.0,63960.00 ,59040.0,300.0
398,government,Germany, Amarilla , Medium ,1520.0, $260.00 , $20.00 ," $30,400.00 "," $2,432.00 "," $27,968.00 "," $15,200.00 "," $12,768.00 ",01/11/2014,11, November ,2014,260.0,20.00 ,30400.0,27968.0,15200.0,12768.00 ,2432.0,20.0
399,midmarket,Germany, Amarilla , Medium ,711.0, $260.00 , $15.00 ," $10,665.00 ", $853.20 ," $9,811.80 "," $7,110.00 "," $2,701.80 ",01/12/2014,12, December ,2014,260.0,15.00 ,10665.0,9811.8,7110.0,2701.80 ,853.2,15.0
400,channel partners,Mexico, Amarilla , Medium ,1375.0, $260.00 , $12.00 ," $16,500.00 "," $1,320.00 "," $15,180.00 "," $4,125.00 "," $11,055.00 ",01/12/2013,12, December ,2013,260.0,12.00 ,16500.0,15180.0,4125.0,11055.00 ,1320.0,12.0
401,small business,Mexico, Amarilla , Medium ,635.0, $260.00 , $300.00 ," $190,500.00 "," $15,240.00 "," $175,260.00 "," $158,750.00 "," $16,510.00 ",01/12/2014,12, December ,2014,260.0,300.00 ,190500.0,175260.0,158750.0,16510.00 ,15240.0,300.0
402,government,United States of America, VTT , Medium ,436.5, $250.00 , $20.00 ," $8,730.00 ", $698.40 ," $8,031.60 "," $4,365.00 "," $3,666.60 ",01/07/2014,7, July ,2014,250.0,20.00 ,8730.0,8031.6,4365.0,3666.60 ,698.4,20.0
403,small business,Canada, Carretera , Medium ,1094.0, $3.00 , $300.00 ," $328,200.00 "," $29,538.00 "," $298,662.00 "," $273,500.00 "," $25,162.00 ",01/06/2014,6, June ,2014,3.0,300.00 ,328200.0,298662.0,273500.0,25162.00 ,29538.0,300.0
404,channel partners,Mexico, Carretera , Medium ,367.0, $3.00 , $12.00 ," $4,404.00 ", $396.36 ," $4,007.64 "," $1,101.00 "," $2,906.64 ",01/10/2013,10, October ,2013,3.0,12.00 ,4404.0,4007.64,1101.0,2906.64 ,396.36,12.0
405,small business,Canada, Montana , Medium ,3802.5, $5.00 , $300.00 ," $1,140,750.00 "," $102,667.50 "," $1,038,082.50 "," $950,625.00 "," $87,457.50 ",01/04/2014,4, April ,2014,5.0,300.00 ,1140750.0,1038082.5,950625.0,87457.50 ,102667.5,300.0
406,government,France, Montana , Medium ,1666.0, $5.00 , $350.00 ," $583,100.00 "," $52,479.00 "," $530,621.00 "," $433,160.00 "," $97,461.00 ",01/05/2014,5, May ,2014,5.0,350.00 ,583100.0,530621.0,433160.0,97461.00 ,52479.0,350.0
407,small business,France, Montana , Medium ,322.0, $5.00 , $300.00 ," $96,600.00 "," $8,694.00 "," $87,906.00 "," $80,500.00 "," $7,406.00 ",01/09/2013,9, September ,2013,5.0,300.00 ,96600.0,87906.0,80500.0,7406.00 ,8694.0,300.0
408,channel partners,Canada, Montana , Medium ,2321.0, $5.00 , $12.00 ," $27,852.00 "," $2,506.68 "," $25,345.32 "," $6,963.00 "," $18,382.32 ",01/11/2014,11, November ,2014,5.0,12.00 ,27852.0,25345.32,6963.0,18382.32 ,2506.68,12.0
